São Lourenço do Sul,Rio Grande do Sul,43 501
Santo Antônio da Patrulha,Rio Grande do Sul,43 397
Vargem Grande do Sul,São Paulo,43 368
Pedra Branca,Ceará,43 359
Visconde do Rio Branco,Minas Gerais,43 351
Rosário,Maranhão,43 243
Estreito,Maranhão,43 097
Tietê,São Paulo,42 946
Barreiros,Pernambuco,42 866
Santa Helena,Maranhão,42 829
Mucuri,Bahia,42 729
Santo Antônio de Pádua,Rio de Janeiro,42 705
Rio Negrinho,Santa Catarina,42 684
Machado,Minas Gerais,42 682
Itarema,Ceará,42 595
Eldorado do Sul,Rio Grande do Sul,42 490
Porto de Moz,Pará,42 456
Paranaíba,Mato Grosso do Sul,42 401
Itabaianinha,Sergipe,42 399
Almenara,Minas Gerais,42 380
Borba,Amazonas,42 328
Santa Maria da Boa Vista,Pernambuco,42 266
Ituverava,São Paulo,42 259
Paiçandu,Paraná,42 251
Tuntum,Maranhão,42 242
São Francisco de Itabapoana,Rio de Janeiro,42 214
Ipu,Ceará,42 148
Amarante do Maranhão,Maranhão,42 017
Entre Rios,Bahia,42 014
Bom Jardim,Maranhão,42 010
Oliveira,Minas Gerais,41 987
Salinas,Minas Gerais,41 864
Novo Horizonte,São Paulo,41 765
São Mateus do Maranhão,Maranhão,41 750
Machadinho d'Oeste,Rondônia,41 724
Charqueadas,Rio Grande do Sul,41 705
Andradas,Minas Gerais,41 704
Socorro,São Paulo,41 690
Goianésia do Pará,Pará,41 678
Santa Maria de Jetibá,Espírito Santo,41 588
Girau do Ponciano,Alagoas,41 549
Américo Brasiliense,São Paulo,41 545
Muaná,Pará,41 454
Colinas,Maranhão,41 443
Dois Vizinhos,Paraná,41 424
Remanso,Bahia,41 324
São Manuel,São Paulo,41 287
Guaíra,São Paulo,41 283
Sento Sé,Bahia,41 279
São Miguel do Oeste,Santa Catarina,41 246
Promissão,São Paulo,41 211
Rio Real,Bahia,41 209
Brumadinho,Minas Gerais,41 208
Juína,Mato Grosso,41 190
Salinópolis,Pará,41 164
Uruaçu,Goiás,41 150
Colniza,Mato Grosso,41 117
Curuçá,Pará,41 093
Várzea Alegre,Ceará,41 078
Buritis,Rondônia,41 043
Autazes,Amazonas,41 005
Guaraciaba do Norte,Ceará,40 921
Araquari,Santa Catarina,40 890
Lajedo,Pernambuco,40 883
Guariba,São Paulo,40 857
São Paulo de Olivença,Amazonas,40 837
Jeremoabo,Bahia,40 832
Simão Dias,Sergipe,40 724
Inhambupe,Bahia,40 720
Altos,Piauí,40 681
São Francisco do Conde,Bahia,40 664
Tucumã,Pará,40 661
Arcos,Minas Gerais,40 658
Nanuque,Minas Gerais,40 583
Pitangueiras,São Paulo,40 430
Pojuca,Bahia,40 401
Boa Esperança,Minas Gerais,40 308
Santa Cruz,Rio Grande do Norte,40 295
Amambai,Mato Grosso do Sul,40 247
Ouro Branco,Minas Gerais,40 220
Iturama,Minas Gerais,40 101
Várzea da Palma,Minas Gerais,40 101
Bom Jardim,Pernambuco,40 038
Curitibanos,Santa Catarina,40 037
Esperantina,Piauí,39 953
Afuá,Pará,39 910
Tijucas,Santa Catarina,39 889
Jaíba,Minas Gerais,39 850
São João Batista,Santa Catarina,39 719
Santa Maria da Vitória,Bahia,39 707
Presidente Venceslau,São Paulo,39 648
José de Freitas,Piauí,39 457
Torres,Rio Grande do Sul,39 381
Massapê,Ceará,39 341
Jacarezinho,Paraná,39 268
Marataízes,Espírito Santo,39 259
Igarapé-Açu,Pará,39 234
Rosário do Sul,Rio Grande do Sul,39 210
Pedreiras,Maranhão,39 153
Canaã dos Carajás,Pará,39 103
São Gabriel da Palha,Espírito Santo,39 085
Penalva,Maranhão,38 987
Santa Helena de Goiás,Goiás,38 962
Rio Brilhante,Mato Grosso do Sul,38 844
Careiro,Amazonas,38 820
Pedro II,Piauí,38 812
Iperó,São Paulo,38 771
São Fidélis,Rio de Janeiro,38 749
Santa Rita,Maranhão,38 732
Nova Olinda do Norte,Amazonas,38 665
Itaitinga,Ceará,38 661
Bodocó,Pernambuco,38 605
Matozinhos,Minas Gerais,38 469
Aliança,Pernambuco,38 408
Capelinha,Minas Gerais,38 321
São Gonçalo dos Campos,Bahia,38 315
Rio Pardo,Rio Grande do Sul,38 257
Dom Pedrito,Rio Grande do Sul,38 222
Bonito,Pernambuco,38 101
Presidente Figueiredo,Amazonas,38 095
Portão,Rio Grande do Sul,38 081
Ipueiras,Ceará,38 064
Pentecoste,Ceará,38 045
Guaratuba,Paraná,37 974
Castelo,Espírito Santo,37 956
Posse,Goiás,37 924
Esplanada,Bahia,37 902
Porteirinha,Minas Gerais,37 823
Igrejinha,Rio Grande do Sul,37 754
Nossa Senhora da Glória,Sergipe,37 715
José Bonifácio,São Paulo,37 707
Santaluz,Bahia,37 704
Extrema,Minas Gerais,37 649
Custódia,Pernambuco,37 633
Amargosa,Bahia,37 631
Agudos,São Paulo,37 582
Nova Cruz,Rio Grande do Norte,37 554
Afogados da Ingazeira,Pernambuco,37 546
São Caetano,Pernambuco,37 488
Água Preta,Pernambuco,37 386
Itaqui,Rio Grande do Sul,37 363
Bom Jesus do Itabapoana,Rio de Janeiro,37 306
Vassouras,Rio de Janeiro,37 262
Petrolândia,Pernambuco,37 246
Oeiras,Piauí,37 138
Pimenta Bueno,Rondônia,37 098
Aguaí,São Paulo,36 981
Campo Novo do Parecis,Mato Grosso,36 917
Brejo,Maranhão,36 900
Gramado,Rio Grande do Sul,36 864
Campos Novos,Santa Catarina,36 861
São João da Barra,Rio de Janeiro,36 731
Fraiburgo,Santa Catarina,36 723
Araçuaí,Minas Gerais,36 715
Araguatins,Tocantins,36 573
Itambé,Pernambuco,36 495
Guarantã do Norte,Mato Grosso,36 439
São Pedro,São Paulo,36 298
Colinas do Tocantins,Tocantins,36 271
Rio das Pedras,São Paulo,36 233
Aparecida,São Paulo,36 211
Ilhabela,São Paulo,36 194
Sertânia,Pernambuco,36 189
Itapicuru,Bahia,36 173
Itiúba,Bahia,36 140
Baturité,Ceará,36 127
Barra Bonita,São Paulo,36 125
Eirunepé,Amazonas,36 121
Marialva,Paraná,36 103
São Gotardo,Minas Gerais,36 084
Santana do Paraíso,Minas Gerais,36 048
Apodi,Rio Grande do Norte,35 904
Cravinhos,São Paulo,35 858
Bariri,São Paulo,35 844
Ibaté,São Paulo,35 830
Turiaçu,Maranhão,35 811
Garibaldi,Rio Grande do Sul,35 794
Riacho de Santana,Bahia,35 757
Matinhos,Paraná,35 705
Peixoto de Azevedo,Mato Grosso,35 695
Porto União,Santa Catarina,35 685
Barra do Bugres,Mato Grosso,35 642
Missão Velha,Ceará,35 566
Curralinho,Pará,35 530
Paracuru,Ceará,35 526
Morro do Chapéu,Bahia,35 466
Poço Redondo,Sergipe,35 461
Ouro Preto do Oeste,Rondônia,35 445
Camamu,Bahia,35 444
Além Paraíba,Minas Gerais,35 438
Araçoiaba da Serra,São Paulo,35 389
João Câmara,Rio Grande do Norte,35 360
Pilar,Alagoas,35 310
Cachoeira do Piriá,Pará,35 307
Ubajara,Ceará,35 295
Pilão Arcado,Bahia,35 295
Juara,Mato Grosso,35 275
Jaguariaíva,Paraná,35 192
Adamantina,São Paulo,35 153
Piumhi,Minas Gerais,35 137
Itamarandiba,Minas Gerais,35 130
Parnarama,Maranhão,35 108
Santa Cruz das Palmeiras,São Paulo,35 102
Bom Jesus das Selvas,Maranhão,35 095
Curaçá,Bahia,35 065
Armação dos Búzios,Rio de Janeiro,35 060
Itaporanga d'Ajuda,Sergipe,35 054
São Raimundo Nonato,Piauí,35 035
Padre Bernardo,Goiás,35 011
Feijó,Acre,34 986
Boca do Acre,Amazonas,34 958
Itapemirim,Espírito Santo,34 957
Cansanção,Bahia,34 929
Tanguá,Rio de Janeiro,34 898
Rio Preto da Eva,Amazonas,34 856
São Luís do Quitunde,Alagoas,34 825
Guanhães,Minas Gerais,34 818
Canguaretama,Rio Grande do Norte,34 814
Capela,Sergipe,34 808
Cabrobó,Pernambuco,34 778
São Desidério,Bahia,34 764
Quedas do Iguaçu,Paraná,34 707
Estrela,Rio Grande do Sul,34 669
Taiobeiras,Minas Gerais,34 653
São Bento,Paraíba,34 650
Rio Negro,Paraná,34 645
Mandaguari,Paraná,34 628
Jaguaribe,Ceará,34 592
Pomerode,Santa Catarina,34 561
São Luís de Montes Belos,Goiás,34 488
São Sebastião,Alagoas,34 424
São Domingos do Maranhão,Maranhão,34 391
Goiatuba,Goiás,34 307
Braço do Norte,Santa Catarina,34 294
Teutônia,Rio Grande do Sul,34 275
Concórdia do Pará,Pará,34 236
São José do Egito,Pernambuco,34 210
Gurupá,Pará,34 127
Domingos Martins,Espírito Santo,34 120
Palmeira,Paraná,34 109
Matões,Maranhão,34 099
Descalvado,São Paulo,34 097
São José do Belmonte,Pernambuco,34 082
Eldorado dos Carajás,Pará,34 069
Sarzedo,Minas Gerais,34 050
Almeirim,Pará,34 044
Penha,Santa Catarina,34 022
Manaquiri,Amazonas,33 981
Jaguaruana,Ceará,33 960
Ouro Fino,Minas Gerais,33 938
Jaguarari,Bahia,33 915
Miguel Alves,Piauí,33 901
Monção,Maranhão,33 888
Colíder,Mato Grosso,33 855
Ourilândia do Norte,Pará,33 831
Cachoeira Paulista,São Paulo,33 827
Urbano Santos,Maranhão,33 791
Touros,Rio Grande do Norte,33 716
Cachoeira,Bahia,33 659
Monteiro,Paraíba,33 638
Conceição do Jacuípe,Bahia,33 631
Morro Agudo,São Paulo,33 598
João Alfredo,Pernambuco,33 570
Dois Irmãos,Rio Grande do Sul,33 547
Coxim,Mato Grosso do Sul,33 547
Barrinha,São Paulo,33 537
Riachão do Jacuípe,Bahia,33 498
Guaíra,Paraná,33 497
Floresta,Pernambuco,33 488
Caçapava do Sul,Rio Grande do Sul,33 476
Esperança,Paraíba,33 386
Poconé,Mato Grosso,33 386
Maragogi,Alagoas,33 351
Assis Chateaubriand,Paraná,33 306
Imbituva,Paraná,33 306
Biritiba Mirim,São Paulo,33 265
Guararapes,São Paulo,33 257
Paraipaba,Ceará,33 232
Barão de Cocais,Minas Gerais,33 232
Pindaré-Mirim,Maranhão,33 186
Oeiras do Pará,Pará,33 182
São Luiz Gonzaga,Rio Grande do Sul,33 124
Osvaldo Cruz,São Paulo,33 118
São Miguel Arcanjo,São Paulo,33 071
Três Marias,Minas Gerais,33 062
Carangola,Minas Gerais,33 022
Espigão d'Oeste,Rondônia,33 009
Palmeira das Missões,Rio Grande do Sul,32 967
Vitória do Mearim,Maranhão,32 956
Barreirinha,Amazonas,32 919
Vicência,Pernambuco,32 897
Bela Cruz,Ceará,32 851
Santana do Acaraú,Ceará,32 851
Arame,Maranhão,32 825
Pombal,Paraíba,32 803
Santa Fé do Sul,São Paulo,32 796
Gandu,Bahia,32 778
Pinhão,Paraná,32 722
São Joaquim de Bicas,Minas Gerais,32 696
Nazaré da Mata,Pernambuco,32 673
Irituia,Pará,32 639
Cícero Dantas,Bahia,32 636
Rio Branco do Sul,Paraná,32 635
Cururupu,Maranhão,32 559
Nova Russas,Ceará,32 487
São José da Tapera,Alagoas,32 462
Brasília de Minas,Minas Gerais,32 460
Palotina,Paraná,32 389
Medicilândia,Pará,32 347
Santo Antônio do Tauá,Pará,32 346
Placas,Pará,32 325
Itatiaia,Rio de Janeiro,32 312
São Domingos do Capim,Pará,32 285
Paratinga,Bahia,32 274
Macau,Rio Grande do Norte,32 260
Pompéu,Minas Gerais,32 248
Correntina,Bahia,32 243
Aurora do Pará,Pará,32 200
Nova Mamoré,Rondônia,32 184
Laranjeiras do Sul,Paraná,32 167
Tabuleiro do Norte,Ceará,32 079
Confresa,Mato Grosso,32 076
Camacan,Bahia,32 023
Ponta de Pedras,Pará,32 007
Bagre,Pará,31 967
Alto Alegre do Pindaré,Maranhão,31 967
Mocajuba,Pará,31 917
Pires do Rio,Goiás,31 909
Ivaiporã,Paraná,31 886
Santa Bárbara,Minas Gerais,31 873
Ibaiti,Paraná,31 854
Juquitiba,São Paulo,31 844
Exu,Pernambuco,31 709
Frederico Westphalen,Rio Grande do Sul,31 675
Mateus Leme,Minas Gerais,31 631
Espinosa,Minas Gerais,31 603
Jaguaré,Espírito Santo,31 589
Raposa,Maranhão,31 586
Gameleira,Pernambuco,31 578
Tracuateua,Pará,31 549
Vitorino Freire,Maranhão,31 520
Ipubi,Pernambuco,31 515
Minas Novas,Minas Gerais,31 509
Conceição da Barra,Espírito Santo,31 479
Lavras da Mangabeira,Ceará,31 476
Candelária,Rio Grande do Sul,31 475
Iporá,Goiás,31 471
Careiro da Várzea,Amazonas,31 459
Barra dos Coqueiros,Sergipe,31 439
Cândido Mota,São Paulo,31 410
Parambu,Ceará,31 391
Rorainópolis,Roraima,31 387
Guaçuí,Espírito Santo,31 372
Serra do Ramalho,Bahia,31 362
Flores da Cunha,Rio Grande do Sul,31 352
Novo Cruzeiro,Minas Gerais,31 339
Sooretama,Espírito Santo,31 278
Baixo Guandu,Espírito Santo,31 263
Jarinu,São Paulo,31 173
Ipixuna,Amazonas,31 172
Rio Pardo de Minas,Minas Gerais,31 171
Iguape,São Paulo,31 117
Trindade,Pernambuco,31 103
Sombrio,Santa Catarina,31 084
Soledade,Rio Grande do Sul,31 067
Bandeirantes,Paraná,31 061
Capim Grosso,Bahia,31 055
Caarapó,Mato Grosso do Sul,31 005
Bela Vista de Goiás,Goiás,31 004
Nerópolis,Goiás,30 931
Itabela,Bahia,30 901
Ruy Barbosa,Bahia,30 900
Canindé de São Francisco,Sergipe,30 894
Glória do Goitá,Pernambuco,30 847
Barra do Choça,Bahia,30 831
Arraial do Cabo,Rio de Janeiro,30 827
Catolé do Rocha,Paraíba,30 819
Pau dos Ferros,Rio Grande do Norte,30 802
Igarapava,São Paulo,30 791
Canavieiras,Bahia,30 722
Joaçaba,Santa Catarina,30 684
Casa Branca,São Paulo,30 655
Carlos Barbosa,Rio Grande do Sul,30 630
Luís Correia,Piauí,30 558
Barra Velha,Santa Catarina,30 539
Nova Santa Rita,Rio Grande do Sul,30 482
Guararema,São Paulo,30 465
Mãe do Rio,Pará,30 389
Carmo do Paranaíba,Minas Gerais,30 339
Laranjeiras,Sergipe,30 327
Afonso Cláudio,Espírito Santo,30 326
Anchieta,Espírito Santo,30 285
Triunfo,Rio Grande do Sul,30 159
Campo Magro,Paraná,30 151
Anajás,Pará,30 091
Cambuí,Minas Gerais,30 068
Arari,Maranhão,30 014
Piraju,São Paulo,29 930
Palmeiras de Goiás,Goiás,29 915
Alegre,Espírito Santo,29 869
Mirandópolis,São Paulo,29 844
Prainha,Pará,29 827
Piraí,Rio de Janeiro,29 802
Propriá,Sergipe,29 756
Rancharia,São Paulo,29 743
Bujaru,Pará,29 717
Codajás,Amazonas,29 691
Pitanga,Paraná,29 686
Serra Negra,São Paulo,29 669
Limoeiro do Ajuru,Pará,29 623
Pilar do Sul,São Paulo,29 612
Ibimirim,Pernambuco,29 585
Maracanã,Pará,29 559
Itaperuçu,Paraná,29 493
Taquaritinga do Norte,Pernambuco,29 472
Muritiba,Bahia,29 420
Iúna,Espírito Santo,29 417
Iguaba Grande,Rio de Janeiro,29 344
Anapu,Pará,29 312
Irará,Bahia,29 305
Santa Vitória do Palmar,Rio Grande do Sul,29 298
Extremoz,Rio Grande do Norte,29 282
Xaxim,Santa Catarina,29 254
Timbiras,Maranhão,29 241
Redenção,Ceará,29 238
Humberto de Campos,Maranhão,29 143
Paripiranga,Bahia,29 124
Miranda do Norte,Maranhão,29 121
Carinhanha,Bahia,29 118
Baraúna,Rio Grande do Norte,29 112
Valente,Bahia,29 111
Cláudio,Minas Gerais,29 093
Caetés,Pernambuco,29 065
Itacaré,Bahia,29 051
Laranjal Paulista,São Paulo,29 047
Piracuruca,Piauí,28 952
Três Coroas,Rio Grande do Sul,28 948
Buriti,Maranhão,28 916
Campos Gerais,Minas Gerais,28 908
Limoeiro de Anadia,Alagoas,28 904
Ituberá,Bahia,28 870
Tabira,Pernambuco,28 860
Passira,Pernambuco,28 856
Campo Alegre de Lourdes,Bahia,28 839
São Bernardo,Maranhão,28 825
Porto da Folha,Sergipe,28 788
Conceição das Alagoas,Minas Gerais,28 782
Novo Oriente,Ceará,28 737
Goioerê,Paraná,28 734
Carauari,Amazonas,28 719
Nazaré,Bahia,28 661
Santa Rita de Cássia,Bahia,28 613
Pedras de Fogo,Paraíba,28 607
Santo Antônio do Monte,Minas Gerais,28 603
Marapanim,Pará,28 563
Elói Mendes,Minas Gerais,28 556
Oiapoque,Amapá,28 534
Pontal do Paraná,Paraná,28 529
Minaçu,Goiás,28 518
Conchal,São Paulo,28 491
Arapoti,Paraná,28 480
Cajati,São Paulo,28 441
Pitangui,Minas Gerais,28 433
Murici,Alagoas,28 428
Miranda,Mato Grosso do Sul,28 423
Alagoa Grande,Paraíba,28 384
Olindina,Bahia,28 373
Alexânia,Goiás,28 360
Presidente Tancredo Neves,Bahia,28 272
Nísia Floresta,Rio Grande do Norte,28 266
Prado,Bahia,28 214
Buritizeiro,Minas Gerais,28 184
Prata,Minas Gerais,28 173
Areia Branca,Rio Grande do Norte,28 156
Mirassol d'Oeste,Mato Grosso,28 135
Melgaço,Pará,28 121
Candeias do Jamari,Rondônia,28 068
Alto Alegre do Maranhão,Maranhão,28 066
Nova Esperança,Paraná,28 062
Santa Cruz Cabrália,Bahia,28 058
Nova Prata,Rio Grande do Sul,28 021
Pirapozinho,São Paulo,27 974
Coromandel,Minas Gerais,27 958
Paty do Alferes,Rio de Janeiro,27 942
Traipu,Alagoas,27 934
Cocal,Piauí,27 901
São José do Norte,Rio Grande do Sul,27 866
Santa Gertrudes,São Paulo,27 850
Juatuba,Minas Gerais,27 823
Marco,Ceará,27 822
Água Azul do Norte,Pará,27 797
Tupanatinga,Pernambuco,27 793
Bom Jardim,Rio de Janeiro,27 779
Barcelos,Amazonas,27 772
Lagoa Vermelha,Rio Grande do Sul,27 751
Mandirituba,Paraná,27 750
Lagoa Seca,Paraíba,27 728
Dois Córregos,São Paulo,27 704
São Miguel do Iguaçu,Paraná,27 696
Jaciara,Mato Grosso,27 696
Quijingue,Bahia,27 672
São Gabriel do Oeste,Mato Grosso do Sul,27 660
Mantena,Minas Gerais,27 651
Santa Rita do Passa Quatro,São Paulo,27 641
Itaí,São Paulo,27 632
Forquilhinha,Santa Catarina,27 621
Piracaia,São Paulo,27 617
Pinheiros,Espírito Santo,27 601
Campos Sales,Ceará,27 513
Sapezal,Mato Grosso,27 485
Ubatã,Bahia,27 481
Boca da Mata,Alagoas,27 429
Icatu,Maranhão,27 423
Milagres,Ceará,27 413
Ipameri,Goiás,27 365
Porto Calvo,Alagoas,27 331
Vera Cruz,Rio Grande do Sul,27 325
Lapão,Bahia,27 323
São Joaquim,Santa Catarina,27 322
Sanharó,Pernambuco,27 308
São Sebastião da Boa Vista,Pará,27 302
Belo Oriente,Minas Gerais,27 277
Pombos,Pernambuco,27 204
Jardim,Ceará,27 187
Anajatuba,Maranhão,27 170
Valparaíso,São Paulo,27 154
Mundo Novo,Bahia,27 153
Itapissuma,Pernambuco,27 144
Miracema,Rio de Janeiro,27 134
Cujubim,Rondônia,27 131
Brasiléia,Acre,27 123
Ilha de Itamaracá,Pernambuco,27 076
Ibotirama,Bahia,27 076
Nova Soure,Bahia,27 047
Santa Helena,Paraná,27 036
Caririaçu,Ceará,27 008
Iguaí,Bahia,27 006
Goianinha,Rio Grande do Norte,27 004
Boquim,Sergipe,26 980
Aldeias Altas,Maranhão,26 979
Santa Rosa de Viterbo,São Paulo,26 960
Nossa Senhora das Dores,Sergipe,26 957
Batalha,Piauí,26 951
Vila Rica,Mato Grosso,26 946
Mutum,Minas Gerais,26 945
Reserva,Paraná,26 933
Taquari,Rio Grande do Sul,26 907
Ilha Solteira,São Paulo,26 886
Nepomuceno,Minas Gerais,26 882
Veranópolis,Rio Grande do Sul,26 813
Santana,Bahia,26 792
Martinópolis,São Paulo,26 791
Corrente,Piauí,26 771
Ibatiba,Espírito Santo,26 762
Condado,Pernambuco,26 755
Água Boa,Mato Grosso,26 679
Coração de Jesus,Minas Gerais,26 620
Cajuru,São Paulo,26 613
Aracoiaba,Ceará,26 600
Planalto,Bahia,26 581
Pedro Canário,Espírito Santo,26 575
Santa Isabel do Rio Negro,Amazonas,26 566
Sacramento,Minas Gerais,26 556
Jacutinga,Minas Gerais,26 538
São João Nepomuceno,Minas Gerais,26 530
Guaiúba,Ceará,26 508
Bom Jesus dos Perdões,São Paulo,26 506
Chapadão do Sul,Mato Grosso do Sul,26 499
Canarana,Bahia,26 468
Maravilha,Santa Catarina,26 463
Francisco Sá,Minas Gerais,26 459
Novo Aripuanã,Amazonas,26 443
Tacaratu,Pernambuco,26 439
Panelas,Pernambuco,26 438
Guaraí,Tocantins,26 403
Aparecida do Taboado,Mato Grosso do Sul,26 386
Jardim,Mato Grosso do Sul,26 375
Castro Alves,Bahia,26 369
Jaguarão,Rio Grande do Sul,26 327
Quipapá,Pernambuco,26 309
Astorga,Paraná,26 304
Itaíba,Pernambuco,26 268
Tanabi,São Paulo,26 231
Conde,Bahia,26 223
Venda Nova do Imigrante,Espírito Santo,26 204
Tamboril,Ceará,26 199
Guaporé,Rio Grande do Sul,26 199
Independência,Ceará,26 196
São Sebastião do Caí,Rio Grande do Sul,26 161
Garrafão do Norte,Pará,26 155
Itinga do Maranhão,Maranhão,26 134
Turilândia,Maranhão,26 112
Formosa do Rio Preto,Bahia,26 111
Lagoa Grande,Pernambuco,26 090
Mimoso do Sul,Espírito Santo,26 079
Bom Jesus de Goiás,Goiás,26 069
São João dos Patos,Maranhão,26 063
Solânea,Paraíba,26 051
Encruzilhada do Sul,Rio Grande do Sul,26 039
Ocara,Ceará,25 958
São Domingos do Araguaia,Pará,25 945
Pirajuí,São Paulo,25 939
Santa Quitéria do Maranhão,Maranhão,25 884
Carandaí,Minas Gerais,25 831
Umbaúba,Sergipe,25 800
Piraí do Sul,Paraná,25 779
Miguel Calmon,Bahia,25 771
Novo Progresso,Pará,25 769
Soure,Pará,25 752
Iraquara,Bahia,25 728
Angatuba,São Paulo,25 724
Pereira Barreto,São Paulo,25 685
São Gonçalo do Sapucaí,Minas Gerais,25 670
Viçosa,Alagoas,25 655
Monte Aprazível,São Paulo,25 651
Miguel Pereira,Rio de Janeiro,25 622
Ituporanga,Santa Catarina,25 619
Cedro,Ceará,25 612
João Dourado,Bahia,25 606
Brodowski,São Paulo,25 605
Potim,São Paulo,25 603
Itapuranga,Goiás,25 597
Igaci,Alagoas,25 596
Bom Jesus,Piauí,25 584
Cambará,Paraná,25 569
Macaparana,Pernambuco,25 565
Pinheiral,Rio de Janeiro,25 563
Pedro do Rosário,Maranhão,25 560
Jequitinhonha,Minas Gerais,25 555
Quissamã,Rio de Janeiro,25 535
Luzilândia,Piauí,25 521
Ibiá,Minas Gerais,25 511
Governador Nunes Freire,Maranhão,25 502
Santa Luzia do Paruá,Maranhão,25 487
Itaporã,Mato Grosso do Sul,25 478
Capivari de Baixo,Santa Catarina,25 477
Tupaciguara,Minas Gerais,25 466
Capão do Leão,Rio Grande do Sul,25 462
Queimadas,Bahia,25 428
Senador Pompeu,Ceará,25 418
Conde,Paraíba,25 341
Anastácio,Mato Grosso do Sul,25 336
Piranhas,Alagoas,25 324
Ribas do Rio Pardo,Mato Grosso do Sul,25 310
Espera Feliz,Minas Gerais,25 287
Agrestina,Pernambuco,25 240
Pirenópolis,Goiás,25 218
Mata Grande,Alagoas,25 200
Buritis,Minas Gerais,25 179
Ibiapina,Ceará,25 165
Piritiba,Bahia,25 162
Santa Maria do Pará,Pará,25 127
Cruz,Ceará,25 121
Aimorés,Minas Gerais,25 116
Cordeirópolis,São Paulo,25 116
Álvares Machado,São Paulo,25 078
Ivoti,Rio Grande do Sul,25 068
São João da Ponte,Minas Gerais,25 033
Sarandi,Rio Grande do Sul,25 024
Amélia Rodrigues,Bahia,24 997
Iracemápolis,São Paulo,24 982
Tapejara,Rio Grande do Sul,24 973
Itaporanga,Paraíba,24 960
Jucás,Ceará,24 949
Guabiruba,Santa Catarina,24 922
Cândido Sales,Bahia,24 921
Brotas,São Paulo,24 862
Paraopeba,Minas Gerais,24 854
Bela Vista,Mato Grosso do Sul,24 842
Igaraçu do Tietê,São Paulo,24 821
Canhotinho,Pernambuco,24 743
Junqueiro,Alagoas,24 716
Forquilha,Ceará,24 680
Igreja Nova,Alagoas,24 670
Matriz de Camaragibe,Alagoas,24 627
São Jerônimo,Rio Grande do Sul,24 569
Aurora,Ceará,24 567
São Geraldo do Araguaia,Pará,24 566
Piracanjuba,Goiás,24 543
São Lourenço do Oeste,Santa Catarina,24 501
São José da Lapa,Minas Gerais,24 490
Irauçuba,Ceará,24 450
Santo Antônio,Rio Grande do Norte,24 422
Craíbas,Alagoas,24 396
Salvaterra,Pará,24 392
Balneário Piçarras,Santa Catarina,24 385
Itabaiana,Paraíba,24 363
Cachoeira do Arari,Pará,24 355
Pedra Azul,Minas Gerais,24 333
Pão de Açúcar,Alagoas,24 307
Porto Franco,Maranhão,24 294
Colorado,Paraná,24 271
Rio Tinto,Paraíba,24 258
Quatro Barras,Paraná,24 253
Monte Sião,Minas Gerais,24 247
Cupira,Pernambuco,24 237
Carambeí,Paraná,24 225
Laje,Bahia,24 214
Tupanciretã,Rio Grande do Sul,24 182
Chaves,Pará,24 175
Joaquim Gomes,Alagoas,24 167
Carolina,Maranhão,24 151
Urucurituba,Amazonas,24 098
Carutapera,Maranhão,24 095
Apiaí,São Paulo,24 081
Garopaba,Santa Catarina,24 070
São José da Laje,Alagoas,24 064
Ladário,Mato Grosso do Sul,24 040
Inajá,Pernambuco,24 034
Inhapim,Minas Gerais,24 020
Poço Verde,Sergipe,24 003
Buriti Bravo,Maranhão,23 993
Uauá,Bahia,23 991
Orobó,Pernambuco,23 985
Bambuí,Minas Gerais,23 964
Iaçu,Bahia,23 950
Santa Terezinha de Itaipu,Paraná,23 927
Santo Amaro da Imperatriz,Santa Catarina,23 907
Caraí,Minas Gerais,23 872
Santa Teresa,Espírito Santo,23 853
Tamandaré,Pernambuco,23 852
Itapaci,Goiás,23 850
Três de Maio,Rio Grande do Sul,23 846
Três Passos,Rio Grande do Sul,23 799
São João do Paraíso,Minas Gerais,23 797
São Miguel,Rio Grande do Norte,23 789
Princesa Isabel,Paraíba,23 749
Santo Antônio de Posse,São Paulo,23 742
Imbé,Rio Grande do Sul,23 721
Rio Formoso,Pernambuco,23 719
João Lisboa,Maranhão,23 677
Raul Soares,Minas Gerais,23 663
Bataguassu,Mato Grosso do Sul,23 620
Corinto,Minas Gerais,23 607
Matinha,Maranhão,23 591
Conceição de Macabu,Rio de Janeiro,23 561
Belmonte,Bahia,23 540
Assaré,Ceará,23 537
Peritoró,Maranhão,23 530
São Sepé,Rio Grande do Sul,23 492
Senador Guiomard,Acre,23 446
São João de Pirabas,Pará,23 440
Ibirapitanga,Bahia,23 433
Pancas,Espírito Santo,23 426
Caculé,Bahia,23 407
Teodoro Sampaio,São Paulo,23 395
Dom Pedro,Maranhão,23 393
Loanda,Paraná,23 393
Mandaguaçu,Paraná,23 373
Araçariguama,São Paulo,23 343
Coreaú,Ceará,23 340
Taquarituba,São Paulo,23 292
Ivinhema,Mato Grosso do Sul,23 277
Sobradinho,Bahia,23 274
Abaeté,Minas Gerais,23 263
Tambaú,São Paulo,23 255
Paranatinga,Mato Grosso,23 250
Capinzal,Santa Catarina,23 218
Itaocara,Rio de Janeiro,23 211
Itambacuri,Minas Gerais,23 207
Orleans,Santa Catarina,23 161
São Miguel do Guaporé,Rondônia,23 147
Aripuanã,Mato Grosso,23 067
Encantado,Rio Grande do Sul,23 047
Caridade,Ceará,23 011
São João,Pernambuco,23 002
Altinho,Pernambuco,22 996
